Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name
ENST00000535439	ENSG00000198040	ZNF84
ENST00000392319	ENSG00000198040	ZNF84
ENST00000375436	ENSG00000179051	RCC2
ENST00000375433	ENSG00000179051	RCC2
ENST00000324856	ENSG00000117713	ARID1A
ENST00000457599	ENSG00000117713	ARID1A
ENST00000524572	ENSG00000117713	ARID1A
ENST00000374152	ENSG00000117713	ARID1A
ENST00000430799	ENSG00000117713	ARID1A
ENST00000466382	ENSG00000117713	ARID1A
ENST00000532781	ENSG00000117713	ARID1A
ENST00000615191	ENSG00000117713	ARID1A
ENST00000380534	ENSG00000155875	SAXO1
ENST00000402868	ENSG00000183955	KMT5A
ENST00000437502	ENSG00000183955	KMT5A
ENST00000330479	ENSG00000183955	KMT5A
ENST00000616484	ENSG00000278021	PRAMEF8
ENST00000611408	ENSG00000278021	PRAMEF8
ENST00000535456	ENSG00000149328	GLB1L2
ENST00000339772	ENSG00000149328	GLB1L2
ENST00000383794	ENSG00000154781	CCDC174
ENST00000368069	ENSG00000122218	COPA
ENST00000241704	ENSG00000122218	COPA
ENST00000400384	ENSG00000141639	MAPK4
ENST00000540640	ENSG00000141639	MAPK4
ENST00000592595	ENSG00000141639	MAPK4
ENST00000588540	ENSG00000141639	MAPK4
ENST00000547270	ENSG00000257138	TAS2R38
ENST00000394920	ENSG00000161016	RPL8
ENST00000527914	ENSG00000161016	RPL8
ENST00000262584	ENSG00000161016	RPL8
ENST00000528957	ENSG00000161016	RPL8
ENST00000529920	ENSG00000161016	RPL8
ENST00000533397	ENSG00000161016	RPL8
ENST00000532702	ENSG00000161016	RPL8
ENST00000378661	ENSG00000162881	OXER1
ENST00000233893	ENSG00000115541	HSPE1
ENST00000409729	ENSG00000115541	HSPE1
ENST00000409468	ENSG00000115541	HSPE1
ENST00000487664	ENSG00000107147	KCNT1
ENST00000628528	ENSG00000107147	KCNT1
ENST00000371757	ENSG00000107147	KCNT1
ENST00000473941	ENSG00000107147	KCNT1
ENST00000486577	ENSG00000107147	KCNT1
ENST00000630792	ENSG00000107147	KCNT1
ENST00000263604	ENSG00000107147	KCNT1
ENST00000491806	ENSG00000107147	KCNT1
ENST00000631073	ENSG00000107147	KCNT1
ENST00000488444	ENSG00000107147	KCNT1
ENST00000490355	ENSG00000107147	KCNT1
ENST00000392045	ENSG00000079263	SP140
ENST00000417495	ENSG00000079263	SP140
ENST00000343805	ENSG00000079263	SP140
ENST00000373645	ENSG00000079263	SP140
ENST00000420434	ENSG00000079263	SP140
ENST00000265598	ENSG00000078081	LAMP3
ENST00000466939	ENSG00000078081	LAMP3
ENST00000476015	ENSG00000078081	LAMP3
ENST00000470251	ENSG00000078081	LAMP3
ENST00000350028	ENSG00000100347	SAMM50
ENST00000288207	ENSG00000157456	CCNB2
ENST00000559622	ENSG00000157456	CCNB2
ENST00000621385	ENSG00000157456	CCNB2
ENST00000222249	ENSG00000105642	KCNN1
ENST00000609922	ENSG00000105642	KCNN1
ENST00000615435	ENSG00000105642	KCNN1
ENST00000354981	ENSG00000089177	KIF16B
ENST00000408042	ENSG00000089177	KIF16B
ENST00000450176	ENSG00000089177	KIF16B
ENST00000355755	ENSG00000089177	KIF16B
ENST00000355059	ENSG00000140398	NEIL1
ENST00000566752	ENSG00000140398	NEIL1
ENST00000568059	ENSG00000140398	NEIL1
ENST00000568519	ENSG00000140398	NEIL1
ENST00000567657	ENSG00000140398	NEIL1
ENST00000564784	ENSG00000140398	NEIL1
ENST00000569035	ENSG00000140398	NEIL1
ENST00000565051	ENSG00000140398	NEIL1
ENST00000564257	ENSG00000140398	NEIL1
ENST00000567005	ENSG00000140398	NEIL1
ENST00000569506	ENSG00000140398	NEIL1
ENST00000381059	ENSG00000182583	VCX
ENST00000220940	ENSG00000104499	GML
ENST00000400085	ENSG00000215343	ZNF705D
ENST00000400078	ENSG00000215343	ZNF705D
ENST00000326648	ENSG00000180357	ZNF609
ENST00000409204	ENSG00000280165	PCDH20
ENST00000390658	ENSG00000176396	EID2
ENST00000631492	ENSG00000277221	LRRC37A2
ENST00000632864	ENSG00000277221	LRRC37A2
ENST00000633100	ENSG00000277221	LRRC37A2
ENST00000611862	ENSG00000277221	LRRC37A2
ENST00000302907	ENSG00000170889	RPS9
ENST00000448962	ENSG00000170889	RPS9
ENST00000436445	ENSG00000170889	RPS9
ENST00000391752	ENSG00000170889	RPS9
ENST00000402367	ENSG00000170889	RPS9
ENST00000445961	ENSG00000170889	RPS9
ENST00000391751	ENSG00000170889	RPS9
ENST00000391753	ENSG00000170889	RPS9
ENST00000441429	ENSG00000170889	RPS9
ENST00000626547	ENSG00000170889	RPS9
ENST00000571440	ENSG00000262068	KRTAP3-1
ENST00000257974	ENSG00000161850	KRT82
ENST00000251810	ENSG00000048392	RRM2B
ENST00000522368	ENSG00000048392	RRM2B
ENST00000519962	ENSG00000048392	RRM2B
ENST00000519317	ENSG00000048392	RRM2B
ENST00000395912	ENSG00000048392	RRM2B
ENST00000522394	ENSG00000048392	RRM2B
ENST00000621845	ENSG00000048392	RRM2B
ENST00000390431	ENSG00000211783	TRAV9-1
ENST00000323345	ENSG00000148303	RPL7A
ENST00000426651	ENSG00000148303	RPL7A
ENST00000315731	ENSG00000148303	RPL7A
ENST00000312143	ENSG00000174600	CMKLR1
ENST00000552995	ENSG00000174600	CMKLR1
ENST00000550402	ENSG00000174600	CMKLR1
ENST00000550573	ENSG00000174600	CMKLR1
ENST00000549466	ENSG00000174600	CMKLR1
ENST00000412676	ENSG00000174600	CMKLR1
ENST00000341105	ENSG00000179348	GATA2
ENST00000430265	ENSG00000179348	GATA2
ENST00000487848	ENSG00000179348	GATA2
ENST00000492608	ENSG00000179348	GATA2
ENST00000262662	ENSG00000123080	CDKN2C
ENST00000371761	ENSG00000123080	CDKN2C
ENST00000396148	ENSG00000123080	CDKN2C
ENST00000372165	ENSG00000172426	RSPH9
ENST00000372163	ENSG00000172426	RSPH9
ENST00000370074	ENSG00000162631	NTNG1
ENST00000370068	ENSG00000162631	NTNG1
ENST00000370067	ENSG00000162631	NTNG1
ENST00000370066	ENSG00000162631	NTNG1
ENST00000370065	ENSG00000162631	NTNG1
ENST00000370071	ENSG00000162631	NTNG1
ENST00000370073	ENSG00000162631	NTNG1
ENST00000547605	ENSG00000078328	RBFOX1
ENST00000553186	ENSG00000078328	RBFOX1
ENST00000550418	ENSG00000078328	RBFOX1
ENST00000547372	ENSG00000078328	RBFOX1
ENST00000422070	ENSG00000078328	RBFOX1
ENST00000535565	ENSG00000078328	RBFOX1
ENST00000552089	ENSG00000078328	RBFOX1
ENST00000551752	ENSG00000078328	RBFOX1
ENST00000547338	ENSG00000078328	RBFOX1
ENST00000436368	ENSG00000078328	RBFOX1
ENST00000311745	ENSG00000078328	RBFOX1
ENST00000355637	ENSG00000078328	RBFOX1
ENST00000570626	ENSG00000078328	RBFOX1
ENST00000340209	ENSG00000078328	RBFOX1
ENST00000620507	ENSG00000078328	RBFOX1
ENST00000513439	ENSG00000124275	MTRR
ENST00000264668	ENSG00000124275	MTRR
ENST00000508047	ENSG00000124275	MTRR
ENST00000510279	ENSG00000124275	MTRR
ENST00000514220	ENSG00000124275	MTRR
ENST00000511461	ENSG00000124275	MTRR
ENST00000503550	ENSG00000124275	MTRR
ENST00000440940	ENSG00000124275	MTRR
ENST00000514369	ENSG00000124275	MTRR
ENST00000502550	ENSG00000124275	MTRR
ENST00000506877	ENSG00000124275	MTRR
ENST00000512217	ENSG00000124275	MTRR
ENST00000510525	ENSG00000124275	MTRR
ENST00000331789	ENSG00000075624	ACTB
ENST00000344770	ENSG00000174827	PDZK1
ENST00000443667	ENSG00000174827	PDZK1
ENST00000451928	ENSG00000174827	PDZK1
ENST00000417171	ENSG00000174827	PDZK1
ENST00000315099	ENSG00000178750	STX19
ENST00000314636	ENSG00000178700	DHFRL1
ENST00000394221	ENSG00000178700	DHFRL1
ENST00000461173	ENSG00000178700	DHFRL1
ENST00000496983	ENSG00000178700	DHFRL1
ENST00000619045	ENSG00000178700	DHFRL1
ENST00000257910	ENSG00000135452	TSPAN31
ENST00000547992	ENSG00000135452	TSPAN31
ENST00000553089	ENSG00000135452	TSPAN31
ENST00000549052	ENSG00000135452	TSPAN31
ENST00000547472	ENSG00000135452	TSPAN31
ENST00000379170	ENSG00000050393	MCUR1
ENST00000607303	ENSG00000050393	MCUR1
ENST00000488770	ENSG00000050393	MCUR1
ENST00000200557	ENSG00000073670	ADAM11
ENST00000355638	ENSG00000073670	ADAM11
ENST00000535346	ENSG00000073670	ADAM11
ENST00000587773	ENSG00000073670	ADAM11
ENST00000294485	ENSG00000162490	DRAXIN
ENST00000367763	ENSG00000120370	GORAB
ENST00000367762	ENSG00000120370	GORAB
ENST00000399232	ENSG00000139915	MDGA2
ENST00000357362	ENSG00000139915	MDGA2
ENST00000557238	ENSG00000139915	MDGA2
ENST00000554762	ENSG00000139915	MDGA2
ENST00000482848	ENSG00000139915	MDGA2
ENST00000486952	ENSG00000139915	MDGA2
ENST00000426342	ENSG00000139915	MDGA2
ENST00000017003	ENSG00000015532	XYLT2
ENST00000507602	ENSG00000015532	XYLT2
ENST00000376550	ENSG00000015532	XYLT2
ENST00000511654	ENSG00000015532	XYLT2
ENST00000574840	ENSG00000015532	XYLT2
ENST00000472599	ENSG00000151576	QTRTD1
ENST00000485050	ENSG00000151576	QTRTD1
ENST00000281273	ENSG00000151576	QTRTD1
ENST00000479882	ENSG00000151576	QTRTD1
ENST00000493014	ENSG00000151576	QTRTD1
ENST00000482307	ENSG00000151576	QTRTD1
ENST00000443053	ENSG00000114737	CISH
ENST00000348721	ENSG00000114737	CISH
ENST00000378053	ENSG00000125848	FLRT3
ENST00000341420	ENSG00000125848	FLRT3
ENST00000561743	ENSG00000103005	USB1
ENST00000219281	ENSG00000103005	USB1
ENST00000539737	ENSG00000103005	USB1
ENST00000423271	ENSG00000103005	USB1
ENST00000561568	ENSG00000103005	USB1
ENST00000563149	ENSG00000103005	USB1
ENST00000334680	ENSG00000186924	KRTAP22-1
ENST00000259075	ENSG00000136560	TANK
ENST00000432002	ENSG00000136560	TANK
ENST00000392749	ENSG00000136560	TANK
ENST00000440506	ENSG00000136560	TANK
ENST00000429217	ENSG00000136560	TANK
ENST00000406287	ENSG00000136560	TANK
ENST00000402568	ENSG00000136560	TANK
ENST00000405852	ENSG00000136560	TANK
ENST00000456358	ENSG00000136560	TANK
ENST00000403609	ENSG00000136560	TANK
ENST00000442080	ENSG00000205835	GMNC
ENST00000456552	ENSG00000205835	GMNC
ENST00000254644	ENSG00000132313	MRPL35
ENST00000337109	ENSG00000132313	MRPL35
ENST00000409180	ENSG00000132313	MRPL35
ENST00000265343	ENSG00000072364	AFF4
ENST00000378595	ENSG00000072364	AFF4
ENST00000433314	ENSG00000226060	TRIM26
ENST00000447711	ENSG00000226060	TRIM26
ENST00000456093	ENSG00000226060	TRIM26
ENST00000438785	ENSG00000226060	TRIM26
ENST00000415966	ENSG00000226060	TRIM26
ENST00000433836	ENSG00000226060	TRIM26
ENST00000429583	ENSG00000226060	TRIM26
ENST00000611369	ENSG00000277484	KIR2DL3
ENST00000621438	ENSG00000277484	KIR2DL3
ENST00000616840	ENSG00000277484	KIR2DL3
ENST00000613321	ENSG00000277484	KIR2DL3
ENST00000366772	ENSG00000130023	ERMARD
ENST00000392095	ENSG00000130023	ERMARD
ENST00000366773	ENSG00000130023	ERMARD
ENST00000418781	ENSG00000130023	ERMARD
ENST00000588451	ENSG00000130023	ERMARD
ENST00000410087	ENSG00000188452	CERKL
ENST00000409440	ENSG00000188452	CERKL
ENST00000374969	ENSG00000188452	CERKL
ENST00000452174	ENSG00000188452	CERKL
ENST00000339098	ENSG00000188452	CERKL
ENST00000374970	ENSG00000188452	CERKL
ENST00000374967	ENSG00000188452	CERKL
ENST00000421817	ENSG00000188452	CERKL
ENST00000308317	ENSG00000092208	GEMIN2
ENST00000396249	ENSG00000092208	GEMIN2
ENST00000412033	ENSG00000092208	GEMIN2
ENST00000250379	ENSG00000092208	GEMIN2
ENST00000615431	ENSG00000277530	DEFB107B
ENST00000390545	ENSG00000211893	IGHG2
ENST00000573076	ENSG00000185527	PDE6G
ENST00000571224	ENSG00000185527	PDE6G
ENST00000571004	ENSG00000185527	PDE6G
ENST00000331056	ENSG00000185527	PDE6G
ENST00000266943	ENSG00000139508	SLC46A3
ENST00000380814	ENSG00000139508	SLC46A3
ENST00000251020	ENSG00000103449	SALL1
ENST00000570206	ENSG00000103449	SALL1
ENST00000440970	ENSG00000103449	SALL1
ENST00000369902	ENSG00000107882	SUFU
ENST00000369899	ENSG00000107882	SUFU
ENST00000423559	ENSG00000107882	SUFU
ENST00000613442	ENSG00000277355	KIR2DL4
ENST00000620905	ENSG00000277355	KIR2DL4
ENST00000286760	ENSG00000156232	WHAMM
ENST00000383477	ENSG00000206430	NCR3
ENST00000383478	ENSG00000206430	NCR3
ENST00000383476	ENSG00000206430	NCR3
ENST00000400241	ENSG00000206430	NCR3
ENST00000493663	ENSG00000206430	NCR3
ENST00000373424	ENSG00000167165	UGT1A6
ENST00000441351	ENSG00000167165	UGT1A6
ENST00000446481	ENSG00000167165	UGT1A6
ENST00000305139	ENSG00000167165	UGT1A6
ENST00000484784	ENSG00000167165	UGT1A6
ENST00000406651	ENSG00000167165	UGT1A6
ENST00000340781	ENSG00000174502	SLC26A9
ENST00000367135	ENSG00000174502	SLC26A9
ENST00000367134	ENSG00000174502	SLC26A9
ENST00000266087	ENSG00000100225	FBXO7
ENST00000452138	ENSG00000100225	FBXO7
ENST00000397426	ENSG00000100225	FBXO7
ENST00000556626	ENSG00000070182	SPTB
ENST00000553938	ENSG00000070182	SPTB
ENST00000389721	ENSG00000070182	SPTB
ENST00000389720	ENSG00000070182	SPTB
ENST00000389722	ENSG00000070182	SPTB
ENST00000373045	ENSG00000185090	MANEAL
ENST00000397631	ENSG00000185090	MANEAL
ENST00000329006	ENSG00000185090	MANEAL
ENST00000315323	ENSG00000180340	FZD2
ENST00000404648	ENSG00000171557	FGG
ENST00000405164	ENSG00000171557	FGG
ENST00000336098	ENSG00000171557	FGG
ENST00000407946	ENSG00000171557	FGG
ENST00000443553	ENSG00000171557	FGG
ENST00000393846	ENSG00000171557	FGG
ENST00000299601	ENSG00000166477	LEO1
ENST00000315141	ENSG00000166477	LEO1
ENST00000414099	ENSG00000183873	SCN5A
ENST00000423572	ENSG00000183873	SCN5A
ENST00000413689	ENSG00000183873	SCN5A
ENST00000333535	ENSG00000183873	SCN5A
ENST00000455624	ENSG00000183873	SCN5A
ENST00000450102	ENSG00000183873	SCN5A
ENST00000449557	ENSG00000183873	SCN5A
ENST00000451551	ENSG00000183873	SCN5A
ENST00000425664	ENSG00000183873	SCN5A
ENST00000612060	ENSG00000183873	SCN5A
ENST00000634093	ENSG00000282610	TRBV6-9
ENST00000426559	ENSG00000117632	STMN1
ENST00000455785	ENSG00000117632	STMN1
ENST00000357865	ENSG00000117632	STMN1
ENST00000374291	ENSG00000117632	STMN1
ENST00000446334	ENSG00000117632	STMN1
ENST00000399728	ENSG00000117632	STMN1
ENST00000396893	ENSG00000197808	ZNF461
ENST00000588268	ENSG00000197808	ZNF461
ENST00000360357	ENSG00000197808	ZNF461
ENST00000591370	ENSG00000197808	ZNF461
ENST00000590361	ENSG00000197808	ZNF461
ENST00000588844	ENSG00000197808	ZNF461
ENST00000592829	ENSG00000197808	ZNF461
ENST00000614133	ENSG00000197808	ZNF461
ENST00000618437	ENSG00000197808	ZNF461
ENST00000597700	ENSG00000183647	ZNF530
ENST00000332854	ENSG00000183647	ZNF530
ENST00000600619	ENSG00000183647	ZNF530
ENST00000597864	ENSG00000183647	ZNF530
ENST00000311412	ENSG00000173083	HPSE
ENST00000405413	ENSG00000173083	HPSE
ENST00000507150	ENSG00000173083	HPSE
ENST00000512196	ENSG00000173083	HPSE
ENST00000509906	ENSG00000173083	HPSE
ENST00000508891	ENSG00000173083	HPSE
ENST00000513463	ENSG00000173083	HPSE
ENST00000457354	ENSG00000139921	TMX1
ENST00000556683	ENSG00000139921	TMX1
ENST00000441671	ENSG00000089692	LAG3
ENST00000203629	ENSG00000089692	LAG3
ENST00000621712	ENSG00000276559	BAAT
ENST00000245907	ENSG00000125730	C3
ENST00000602229	ENSG00000125730	C3
ENST00000601008	ENSG00000125730	C3
ENST00000596548	ENSG00000125730	C3
ENST00000343433	ENSG00000187889	C1orf168
ENST00000403295	ENSG00000115392	FANCL
ENST00000233741	ENSG00000115392	FANCL
ENST00000402135	ENSG00000115392	FANCL
ENST00000403676	ENSG00000115392	FANCL
ENST00000449070	ENSG00000115392	FANCL
ENST00000390363	ENSG00000211716	TRBV9
ENST00000582693	ENSG00000265491	RNF115
ENST00000301463	ENSG00000167778	SPRYD3
ENST00000547837	ENSG00000167778	SPRYD3
ENST00000602997	ENSG00000196139	AKR1C3
ENST00000605149	ENSG00000196139	AKR1C3
ENST00000380554	ENSG00000196139	AKR1C3
ENST00000344280	ENSG00000165972	CCDC38
ENST00000398721	ENSG00000214643	DEFB133
ENST00000219066	ENSG00000065057	NTHL1
ENST00000566380	ENSG00000065057	NTHL1
ENST00000561841	ENSG00000065057	NTHL1
ENST00000334857	ENSG00000184155	OR10J5
ENST00000407464	ENSG00000169635	HIC2
ENST00000407598	ENSG00000169635	HIC2
ENST00000443632	ENSG00000169635	HIC2
ENST00000419411	ENSG00000242335	CFB
ENST00000426239	ENSG00000242335	CFB
ENST00000505490	ENSG00000183684	ALYREF
ENST00000390362	ENSG00000211715	TRBV5-3
ENST00000257951	ENSG00000161849	KRT84
ENST00000343318	ENSG00000240720	LRRD1
ENST00000458448	ENSG00000240720	LRRD1
ENST00000430130	ENSG00000240720	LRRD1
ENST00000396271	ENSG00000107897	ACBD5
ENST00000375901	ENSG00000107897	ACBD5
ENST00000375905	ENSG00000107897	ACBD5
ENST00000375888	ENSG00000107897	ACBD5
ENST00000426079	ENSG00000107897	ACBD5
ENST00000412279	ENSG00000107897	ACBD5
ENST00000375897	ENSG00000107897	ACBD5
ENST00000354828	ENSG00000154727	GABPA
ENST00000400075	ENSG00000154727	GABPA
ENST00000294785	ENSG00000162736	NCSTN
ENST00000368063	ENSG00000162736	NCSTN
ENST00000437169	ENSG00000162736	NCSTN
ENST00000421914	ENSG00000162736	NCSTN
ENST00000438008	ENSG00000162736	NCSTN
ENST00000424645	ENSG00000162736	NCSTN
ENST00000424754	ENSG00000162736	NCSTN
ENST00000435149	ENSG00000162736	NCSTN
ENST00000254816	ENSG00000132481	TRIM47
ENST00000587339	ENSG00000132481	TRIM47
ENST00000238609	ENSG00000119632	IFI27L2
ENST00000556727	ENSG00000119632	IFI27L2
ENST00000613385	ENSG00000177576	C18orf32
ENST00000318240	ENSG00000177576	C18orf32
ENST00000582392	ENSG00000177576	C18orf32
ENST00000341694	ENSG00000137100	DCTN3
ENST00000259632	ENSG00000137100	DCTN3
ENST00000378916	ENSG00000137100	DCTN3
ENST00000451425	ENSG00000230332	RNF39
ENST00000432647	ENSG00000230332	RNF39
ENST00000372168	ENSG00000126107	HECTD3
ENST00000372172	ENSG00000126107	HECTD3
ENST00000356524	ENSG00000173432	SAA1
ENST00000532858	ENSG00000173432	SAA1
ENST00000405158	ENSG00000173432	SAA1
ENST00000393295	ENSG00000240682	ISY1
ENST00000273541	ENSG00000240682	ISY1
ENST00000552848	ENSG00000111481	COPZ1
ENST00000262061	ENSG00000111481	COPZ1
ENST00000549043	ENSG00000111481	COPZ1
ENST00000551962	ENSG00000111481	COPZ1
ENST00000552218	ENSG00000111481	COPZ1
ENST00000553231	ENSG00000111481	COPZ1
ENST00000552362	ENSG00000111481	COPZ1
ENST00000455864	ENSG00000111481	COPZ1
ENST00000550171	ENSG00000111481	COPZ1
ENST00000549116	ENSG00000111481	COPZ1
ENST00000551779	ENSG00000111481	COPZ1
ENST00000548753	ENSG00000111481	COPZ1
ENST00000550713	ENSG00000111481	COPZ1
ENST00000433072	ENSG00000225698	IGHV3-72
ENST00000621503	ENSG00000225698	IGHV3-72
ENST00000334529	ENSG00000186265	BTLA
ENST00000383680	ENSG00000186265	BTLA
ENST00000366510	ENSG00000143653	SCCPDH
ENST00000344836	ENSG00000187555	USP7
ENST00000381886	ENSG00000187555	USP7
ENST00000563085	ENSG00000187555	USP7
ENST00000542333	ENSG00000187555	USP7
ENST00000566004	ENSG00000187555	USP7
ENST00000569230	ENSG00000187555	USP7
ENST00000566273	ENSG00000187555	USP7
ENST00000564117	ENSG00000187555	USP7
ENST00000484068	ENSG00000173889	PHC3
ENST00000495893	ENSG00000173889	PHC3
ENST00000494943	ENSG00000173889	PHC3
ENST00000467570	ENSG00000173889	PHC3
ENST00000497658	ENSG00000173889	PHC3
ENST00000507088	ENSG00000108826	MRPL27
ENST00000508200	ENSG00000108826	MRPL27
ENST00000225969	ENSG00000108826	MRPL27
ENST00000503633	ENSG00000108826	MRPL27
ENST00000442592	ENSG00000108826	MRPL27
ENST00000511860	ENSG00000108826	MRPL27
ENST00000272793	ENSG00000144357	UBR3
ENST00000418381	ENSG00000144357	UBR3
ENST00000413786	ENSG00000225452	RNF5
ENST00000452835	ENSG00000137959	IFI44L
ENST00000370751	ENSG00000137959	IFI44L
ENST00000450498	ENSG00000137959	IFI44L
ENST00000472450	ENSG00000239457	HLA-DOB
ENST00000456406	ENSG00000239457	HLA-DOB
ENST00000455155	ENSG00000239457	HLA-DOB
ENST00000527042	ENSG00000239457	HLA-DOB
ENST00000422733	ENSG00000226841	MCCD1
ENST00000267085	ENSG00000139631	CSAD
ENST00000475890	ENSG00000139631	CSAD
ENST00000379850	ENSG00000139631	CSAD
ENST00000379846	ENSG00000139631	CSAD
ENST00000444623	ENSG00000139631	CSAD
ENST00000453446	ENSG00000139631	CSAD
ENST00000548698	ENSG00000139631	CSAD
ENST00000483632	ENSG00000139631	CSAD
ENST00000437073	ENSG00000139631	CSAD
ENST00000424990	ENSG00000139631	CSAD
ENST00000498635	ENSG00000139631	CSAD
ENST00000379843	ENSG00000139631	CSAD
ENST00000397063	ENSG00000116044	NFE2L2
ENST00000397062	ENSG00000116044	NFE2L2
ENST00000446151	ENSG00000116044	NFE2L2
ENST00000464747	ENSG00000116044	NFE2L2
ENST00000449627	ENSG00000116044	NFE2L2
ENST00000448782	ENSG00000116044	NFE2L2
ENST00000430047	ENSG00000116044	NFE2L2
ENST00000586532	ENSG00000116044	NFE2L2
ENST00000421929	ENSG00000116044	NFE2L2
ENST00000423513	ENSG00000116044	NFE2L2
ENST00000588123	ENSG00000116044	NFE2L2
ENST00000263112	ENSG00000099998	GGT5
ENST00000327365	ENSG00000099998	GGT5
ENST00000425408	ENSG00000099998	GGT5
ENST00000398292	ENSG00000099998	GGT5
ENST00000424217	ENSG00000099998	GGT5
ENST00000472788	ENSG00000183185	GABRR3
ENST00000621172	ENSG00000183185	GABRR3
ENST00000318066	ENSG00000177889	UBE2N
ENST00000550657	ENSG00000177889	UBE2N
ENST00000549833	ENSG00000177889	UBE2N
ENST00000552442	ENSG00000177889	UBE2N
ENST00000407977	ENSG00000108375	RNF43
ENST00000583753	ENSG00000108375	RNF43
ENST00000584437	ENSG00000108375	RNF43
ENST00000577716	ENSG00000108375	RNF43
ENST00000577625	ENSG00000108375	RNF43
ENST00000581868	ENSG00000108375	RNF43
ENST00000440909	ENSG00000197249	SERPINA1
ENST00000393087	ENSG00000197249	SERPINA1
ENST00000489769	ENSG00000197249	SERPINA1
ENST00000393088	ENSG00000197249	SERPINA1
ENST00000404814	ENSG00000197249	SERPINA1
ENST00000449399	ENSG00000197249	SERPINA1
ENST00000402629	ENSG00000197249	SERPINA1
ENST00000554720	ENSG00000197249	SERPINA1
ENST00000556091	ENSG00000197249	SERPINA1
ENST00000557492	ENSG00000197249	SERPINA1
ENST00000556955	ENSG00000197249	SERPINA1
ENST00000553327	ENSG00000197249	SERPINA1
ENST00000437397	ENSG00000197249	SERPINA1
ENST00000355814	ENSG00000197249	SERPINA1
ENST00000448921	ENSG00000197249	SERPINA1
ENST00000447349	ENSG00000235708	COL11A2
ENST00000447741	ENSG00000235708	COL11A2
ENST00000552473	ENSG00000235708	COL11A2
ENST00000549885	ENSG00000235708	COL11A2
ENST00000231173	ENSG00000113248	PCDHB15
ENST00000623671	ENSG00000113248	PCDHB15
ENST00000632301	ENSG00000282752	CTDP1
ENST00000632932	ENSG00000282752	CTDP1
ENST00000632450	ENSG00000282752	CTDP1
ENST00000632905	ENSG00000282752	CTDP1
ENST00000395032	ENSG00000149516	MS4A3
ENST00000278865	ENSG00000149516	MS4A3
ENST00000534744	ENSG00000149516	MS4A3
ENST00000358152	ENSG00000149516	MS4A3
ENST00000247087	ENSG00000126705	AHDC1
ENST00000374011	ENSG00000126705	AHDC1
ENST00000252519	ENSG00000130234	ACE2
ENST00000427411	ENSG00000130234	ACE2
ENST00000627203	ENSG00000273984	MUC4
ENST00000631279	ENSG00000273984	MUC4
ENST00000627295	ENSG00000273984	MUC4
ENST00000629947	ENSG00000273984	MUC4
ENST00000626664	ENSG00000273984	MUC4
ENST00000631008	ENSG00000273984	MUC4
ENST00000626305	ENSG00000273984	MUC4
ENST00000614666	ENSG00000273984	MUC4
ENST00000612020	ENSG00000273984	MUC4
ENST00000596542	ENSG00000269307	CTD-2278I10.6
ENST00000400199	ENSG00000180530	NRIP1
ENST00000400202	ENSG00000180530	NRIP1
ENST00000411932	ENSG00000180530	NRIP1
ENST00000318948	ENSG00000180530	NRIP1
ENST00000585664	ENSG00000141756	FKBP10
ENST00000585922	ENSG00000141756	FKBP10
ENST00000429461	ENSG00000141756	FKBP10
ENST00000321562	ENSG00000141756	FKBP10
ENST00000489591	ENSG00000141756	FKBP10
ENST00000455106	ENSG00000141756	FKBP10
ENST00000572467	ENSG00000103426	CORO7-PAM16
ENST00000575334	ENSG00000103426	CORO7-PAM16
ENST00000468418	ENSG00000278500	AC009336.19
ENST00000377957	ENSG00000204923	FBXO48
ENST00000430286	ENSG00000206484	NRM
ENST00000383570	ENSG00000206484	NRM
ENST00000383571	ENSG00000206484	NRM
ENST00000617220	ENSG00000206484	NRM
ENST00000373202	ENSG00000166224	SGPL1
ENST00000299297	ENSG00000166224	SGPL1
ENST00000356113	ENSG00000166035	LIPC
ENST00000414170	ENSG00000166035	LIPC
ENST00000299022	ENSG00000166035	LIPC
ENST00000433326	ENSG00000166035	LIPC
ENST00000446461	ENSG00000214681	IQCF5
ENST00000370508	ENSG00000120053	GOT1
ENST00000453392	ENSG00000172053	QARS
ENST00000306125	ENSG00000172053	QARS
ENST00000487495	ENSG00000172053	QARS
ENST00000430182	ENSG00000172053	QARS
ENST00000634473	ENSG00000172053	QARS
ENST00000414533	ENSG00000172053	QARS
ENST00000634336	ENSG00000172053	QARS
ENST00000464962	ENSG00000172053	QARS
ENST00000466179	ENSG00000172053	QARS
ENST00000634432	ENSG00000172053	QARS
ENST00000635443	ENSG00000172053	QARS
ENST00000494767	ENSG00000172053	QARS
ENST00000635541	ENSG00000172053	QARS
ENST00000452739	ENSG00000172053	QARS
ENST00000634802	ENSG00000172053	QARS
ENST00000634527	ENSG00000172053	QARS
ENST00000634602	ENSG00000172053	QARS
ENST00000635622	ENSG00000172053	QARS
ENST00000635292	ENSG00000172053	QARS
ENST00000635231	ENSG00000172053	QARS
ENST00000635052	ENSG00000172053	QARS
ENST00000635194	ENSG00000172053	QARS
ENST00000418549	ENSG00000172053	QARS
ENST00000635494	ENSG00000172053	QARS
ENST00000381541	ENSG00000257046	RP11-545J16.1
ENST00000540229	ENSG00000257046	RP11-545J16.1
ENST00000302451	ENSG00000169340	PDILT
ENST00000261772	ENSG00000090861	AARS
ENST00000565361	ENSG00000090861	AARS
