SAMPID	SMTSD
GTEX-Y114-1326-SM-4TT9A	Adipose - Visceral (Omentum)
GTEX-Y114-1426-SM-4TT6W	Small Intestine - Terminal Ileum
GTEX-Y114-1526-SM-4TT79	Colon - Transverse
GTEX-Y114-1626-SM-4TT7I	Colon - Sigmoid
GTEX-Y114-1726-SM-4TT7U	Ovary
GTEX-Y114-1826-SM-4TT87	Uterus
GTEX-Y114-1926-SM-4TT8J	Vagina
GTEX-Y114-2026-SM-4TT7L	Breast - Mammary Tissue
GTEX-Y114-2126-SM-4TT8B	Skin - Not Sun Exposed (Suprapubic)
GTEX-Y114-2326-SM-4TT7X	Adipose - Subcutaneous
GTEX-Y114-2426-SM-4TT8A	Skin - Sun Exposed (Lower leg)
GTEX-Y114-2526-SM-4TT8M	Muscle - Skeletal
GTEX-Y114-2626-SM-4TT8Y	Nerve - Tibial
GTEX-Y114-2726-SM-4TT9B	Artery - Tibial
GTEX-Y3I4-0004-SM-4YUVP	Whole Blood
GTEX-Y3I4-0004-SM-53IUR	Whole Blood
GTEX-Y3I4-0006-SM-4TT1E	Whole Blood
GTEX-Y3I4-0008-SM-4TT21	Cells - Transformed fibroblasts
GTEX-Y3I4-0126-SM-4TT26	Spleen
GTEX-Y3I4-0226-SM-4TT27	Thyroid
GTEX-Y3I4-0326-SM-4TT28	Artery - Aorta
GTEX-Y3I4-0426-SM-4TT29	Lung
GTEX-Y3I4-0526-SM-4TT6X	Heart - Atrial Appendage
GTEX-Y3I4-0626-SM-4TT7A	Heart - Left Ventricle
GTEX-Y3I4-0726-SM-4TT7M	Adipose - Visceral (Omentum)
GTEX-Y3I4-0826-SM-4TT2A	Pancreas
GTEX-Y3I4-0926-SM-4TT2B	Esophagus - Gastroesophageal Junction
GTEX-Y3I4-1026-SM-4TT2C	Esophagus - Muscularis
GTEX-Y3I4-1126-SM-4TT7Y	Colon - Sigmoid
GTEX-Y3I4-1226-SM-4TT8N	Esophagus - Mucosa
GTEX-Y3I4-1326-SM-4TT8Z	Small Intestine - Terminal Ileum
GTEX-Y3I4-1426-SM-4TT9C	Colon - Transverse
GTEX-Y3I4-1526-SM-4TT7K	Breast - Mammary Tissue
GTEX-Y3I4-1626-SM-4TT7W	Stomach
GTEX-Y3I4-1726-SM-4TT89	Skin - Not Sun Exposed (Suprapubic)
GTEX-Y3I4-1926-SM-4TT8L	Minor Salivary Gland
GTEX-Y3I4-2026-SM-4TT6Z	Testis
GTEX-Y3I4-2126-SM-4TT7C	Skin - Sun Exposed (Lower leg)
GTEX-Y3I4-2226-SM-4TT7O	Adipose - Subcutaneous
GTEX-Y3I4-2326-SM-4TT81	Muscle - Skeletal
GTEX-Y3IK-0001-SM-4WWE1	Cells - EBV-transformed lymphocytes
GTEX-Y3IK-0004-SM-4YUX2	Whole Blood
GTEX-Y3IK-0004-SM-53UBR	Whole Blood
GTEX-Y3IK-0005-SM-4WWDE	Whole Blood
GTEX-Y3IK-0008-SM-4WWDZ	Cells - Transformed fibroblasts
GTEX-Y3IK-0126-SM-4WWE9	Spleen
GTEX-Y3IK-0226-SM-51MRJ	Adrenal Gland
GTEX-Y3IK-0426-SM-4WWE2	Pancreas
GTEX-Y3IK-0526-SM-4WWE3	Thyroid
GTEX-Y3IK-0626-SM-4WWE4	Lung
GTEX-Y3IK-0726-SM-4WWE5	Artery - Aorta
GTEX-Y3IK-0826-SM-51MT8	Heart - Left Ventricle
GTEX-Y3IK-0926-SM-51MQU	Artery - Coronary
GTEX-Y3IK-1026-SM-51MR7	Heart - Atrial Appendage
GTEX-Y3IK-1126-SM-51MSV	Esophagus - Mucosa
GTEX-Y3IK-1226-SM-4WWEK	Esophagus - Muscularis
GTEX-Y3IK-1326-SM-4YCD8	Esophagus - Gastroesophageal Junction
GTEX-Y3IK-1426-SM-4YCES	Stomach
GTEX-Y3IK-1626-SM-4YCF5	Skin - Not Sun Exposed (Suprapubic)
GTEX-Y3IK-1726-SM-4YCCR	Small Intestine - Terminal Ileum
GTEX-Y3IK-1826-SM-4WWDS	Colon - Transverse
GTEX-Y3IK-2026-SM-4YCDG	Ovary
GTEX-Y3IK-2126-SM-4YCDS	Uterus
GTEX-Y3IK-2226-SM-4YCD4	Vagina
GTEX-Y3IK-2326-SM-4WWDT	Breast - Mammary Tissue
GTEX-Y3IK-2426-SM-4WWDU	Skin - Sun Exposed (Lower leg)
GTEX-Y3IK-2526-SM-4WWDM	Adipose - Subcutaneous
GTEX-Y3IK-2626-SM-4WWDK	Muscle - Skeletal
GTEX-Y3IK-2726-SM-4WWDV	Nerve - Tibial
GTEX-Y3IK-2826-SM-4WWDW	Artery - Tibial
GTEX-Y5LM-0002-SM-4YUV1	Whole Blood
GTEX-Y5LM-0002-SM-53IUF	Whole Blood
GTEX-Y5LM-0003-SM-4V6G1	Cells - EBV-transformed lymphocytes
GTEX-Y5LM-0005-SM-4V6EJ	Whole Blood
GTEX-Y5LM-0126-SM-4VBRL	Adrenal Gland
GTEX-Y5LM-0226-SM-4VBRM	Artery - Aorta
GTEX-Y5LM-0326-SM-4VBRN	Spleen
GTEX-Y5LM-0426-SM-4VBRO	Liver
GTEX-Y5LM-0526-SM-4V6G3	Pancreas
GTEX-Y5LM-0626-SM-4V6G4	Thyroid
GTEX-Y5LM-0726-SM-4VBRP	Lung
GTEX-Y5LM-0826-SM-4VDSW	Adipose - Visceral (Omentum)
GTEX-Y5LM-1026-SM-4VDSQ	Esophagus - Mucosa
GTEX-Y5LM-1126-SM-4VDT5	Esophagus - Muscularis
GTEX-Y5LM-1226-SM-4VDT6	Esophagus - Gastroesophageal Junction
GTEX-Y5LM-1326-SM-5RQIS	Stomach
GTEX-Y5LM-1426-SM-5RQJL	Colon - Sigmoid
GTEX-Y5LM-1526-SM-4VDTA	Colon - Transverse
GTEX-Y5LM-1626-SM-4VDTB	Small Intestine - Terminal Ileum
GTEX-Y5LM-1726-SM-4VDSX	Breast - Mammary Tissue
GTEX-Y5LM-1826-SM-4VDT9	Minor Salivary Gland
GTEX-Y5LM-1926-SM-5RQJH	Skin - Sun Exposed (Lower leg)
GTEX-Y5LM-2126-SM-4VDSY	Muscle - Skeletal
GTEX-Y5LM-2226-SM-4VDT1	Nerve - Tibial
GTEX-Y5LM-2326-SM-5S2NK	Artery - Tibial
GTEX-Y5V5-0001-SM-4V6FZ	Cells - EBV-transformed lymphocytes
GTEX-Y5V5-0002-SM-4YUV2	Whole Blood
GTEX-Y5V5-0002-SM-53IUG	Whole Blood
GTEX-Y5V5-0006-SM-4V6FE	Whole Blood
GTEX-Y5V5-0126-SM-5S2NW	Skin - Not Sun Exposed (Suprapubic)
GTEX-Y5V5-0226-SM-5S2N8	Adipose - Visceral (Omentum)
GTEX-Y5V5-0326-SM-5RQJG	Thyroid
GTEX-Y5V5-0426-SM-4VBPU	Artery - Aorta
GTEX-Y5V5-0626-SM-4VBPX	Heart - Left Ventricle
GTEX-Y5V5-0726-SM-4VBPY	Heart - Atrial Appendage
GTEX-Y5V5-0826-SM-4VBQD	Lung
GTEX-Y5V5-0926-SM-4VBPZ	Liver
GTEX-Y5V5-1026-SM-5LUAH	Pancreas
GTEX-Y5V5-1326-SM-4V6G9	Adrenal Gland
GTEX-Y5V5-1526-SM-4VBQ1	Esophagus - Gastroesophageal Junction
GTEX-Y5V5-1626-SM-4VDSG	Esophagus - Mucosa
GTEX-Y5V5-1826-SM-4VDS5	Small Intestine - Terminal Ileum
GTEX-Y5V5-2126-SM-4WWFO	Breast - Mammary Tissue
GTEX-Y5V5-2326-SM-4V6GA	Skin - Sun Exposed (Lower leg)
GTEX-Y5V5-2426-SM-5IFJA	Adipose - Subcutaneous
GTEX-Y5V5-2526-SM-4VBQ4	Muscle - Skeletal
GTEX-Y5V5-2626-SM-5IFJM	Nerve - Tibial
GTEX-Y5V5-2726-SM-4VDS2	Artery - Tibial
GTEX-Y5V6-0001-SM-4YUXD	Whole Blood
GTEX-Y5V6-0001-SM-53IVM	Whole Blood
GTEX-Y5V6-0003-SM-4V6FX	Cells - EBV-transformed lymphocytes
GTEX-Y5V6-0005-SM-4V6FD	Whole Blood
GTEX-Y5V6-0008-SM-4V6FV	Cells - Transformed fibroblasts
GTEX-Y5V6-0226-SM-4V6G7	Lung
GTEX-Y5V6-0326-SM-4VBRW	Artery - Coronary
GTEX-Y5V6-0426-SM-4VBRZ	Artery - Aorta
GTEX-Y5V6-0526-SM-4VBRV	Thyroid
GTEX-Y5V6-0626-SM-4WWFY	Adipose - Visceral (Omentum)
GTEX-Y5V6-0826-SM-4VBRU	Heart - Left Ventricle
GTEX-Y5V6-1026-SM-4VBS2	Esophagus - Mucosa
GTEX-Y5V6-1126-SM-4VDTD	Esophagus - Muscularis
GTEX-Y5V6-1226-SM-4VDTE	Esophagus - Gastroesophageal Junction
GTEX-Y5V6-1326-SM-4VDTF	Stomach
GTEX-Y5V6-1626-SM-4VDT2	Colon - Sigmoid
GTEX-Y5V6-1726-SM-4VDSZ	Testis
GTEX-Y5V6-1926-SM-5IFIL	Adrenal Gland
GTEX-Y5V6-2026-SM-5IFHO	Kidney - Cortex
GTEX-Y5V6-2126-SM-4WWFX	Breast - Mammary Tissue
GTEX-Y5V6-2226-SM-4VDTC	Minor Salivary Gland
GTEX-Y5V6-2326-SM-4VDSA	Skin - Not Sun Exposed (Suprapubic)
GTEX-Y5V6-2426-SM-4VDSB	Skin - Sun Exposed (Lower leg)
GTEX-Y5V6-2526-SM-5IFJV	Adipose - Subcutaneous
GTEX-Y5V6-2626-SM-5IFIX	Muscle - Skeletal
GTEX-Y5V6-2726-SM-4VDSC	Nerve - Tibial
GTEX-Y5V6-2826-SM-4VDSF	Artery - Tibial
GTEX-Y8DK-0002-SM-4YUVY	Whole Blood
GTEX-Y8DK-0002-SM-53IV6	Whole Blood
GTEX-Y8DK-0004-SM-4RGM7	Cells - EBV-transformed lymphocytes
GTEX-Y8DK-0005-SM-4RGNR	Whole Blood
GTEX-Y8DK-0008-SM-4RGM2	Cells - Transformed fibroblasts
GTEX-Y8DK-0011-R10A-SM-4SOK1	Brain - Frontal Cortex (BA9)
GTEX-Y8DK-0011-R11A-SM-4SOK2	Brain - Cerebellar Hemisphere
GTEX-Y8DK-0011-R1A-SM-4RGLO	Brain - Hippocampus
GTEX-Y8DK-0011-R3A-SM-4RTW5	Brain - Anterior cingulate cortex (BA24)
GTEX-Y8DK-0011-R5B-SM-4RTW6	Brain - Caudate (basal ganglia)
GTEX-Y8DK-0011-R6A-SM-4V6EG	Brain - Nucleus accumbens (basal ganglia)
GTEX-Y8DK-0011-R7A-SM-4SOJZ	Brain - Putamen (basal ganglia)
GTEX-Y8DK-0126-SM-4TT3L	Skin - Sun Exposed (Lower leg)
GTEX-Y8DK-0326-SM-4TT3P	Muscle - Skeletal
GTEX-Y8DK-0426-SM-4TT3Q	Nerve - Tibial
GTEX-Y8DK-0526-SM-4TT3R	Artery - Tibial
GTEX-Y8DK-0726-SM-4TT3S	Brain - Cerebellum
GTEX-Y8DK-0826-SM-4TT3T	Brain - Cortex
GTEX-Y8E4-0001-SM-4YUWB	Whole Blood
GTEX-Y8E4-0001-SM-53IV3	Whole Blood
GTEX-Y8E4-0003-SM-4V6FY	Cells - EBV-transformed lymphocytes
GTEX-Y8E4-0006-SM-4V6EW	Whole Blood
GTEX-Y8E4-0008-SM-4V6FW	Cells - Transformed fibroblasts
GTEX-Y8E4-0126-SM-4VBQ2	Thyroid
GTEX-Y8E4-0226-SM-4VBQ3	Artery - Coronary
GTEX-Y8E4-0326-SM-4VBRR	Heart - Left Ventricle
GTEX-Y8E4-0426-SM-4V6GB	Heart - Atrial Appendage
GTEX-Y8E4-0526-SM-4V6GC	Lung
GTEX-Y8E4-0626-SM-4WWDL	Skin - Sun Exposed (Lower leg)
GTEX-Y8E4-0726-SM-4WWFN	Adipose - Subcutaneous
GTEX-Y8E4-0826-SM-4VBRS	Nerve - Tibial
GTEX-Y8E4-1026-SM-4VBQ5	Muscle - Skeletal
GTEX-Y8E4-1126-SM-5IFIA	Artery - Aorta
GTEX-Y8E4-1226-SM-5IFIM	Adipose - Visceral (Omentum)
GTEX-Y8E4-1326-SM-5IFIY	Pancreas
GTEX-Y8E4-1526-SM-4WWDI	Stomach
GTEX-Y8E4-1626-SM-5S2MW	Breast - Mammary Tissue
GTEX-Y8E4-1726-SM-5LU9G	Esophagus - Mucosa
GTEX-Y8E4-1826-SM-4VBPV	Esophagus - Muscularis
GTEX-Y8E4-1926-SM-4VBPW	Esophagus - Gastroesophageal Junction
GTEX-Y8E4-2026-SM-5IFJB	Skin - Not Sun Exposed (Suprapubic)
GTEX-Y8E4-2126-SM-5RQHO	Prostate
GTEX-Y8E4-2226-SM-5LU94	Testis
GTEX-Y8E4-2426-SM-4WWDN	Colon - Transverse
GTEX-Y8E5-0001-SM-4YUWN	Whole Blood
GTEX-Y8E5-0001-SM-53IVA	Whole Blood
GTEX-Y8E5-0002-SM-57WD9	Cells - EBV-transformed lymphocytes
GTEX-Y8E5-0006-SM-47JWQ	Whole Blood
GTEX-Y8E5-0008-SM-57WBA	Cells - Transformed fibroblasts
GTEX-Y8E5-0226-SM-57WCM	Adipose - Subcutaneous
GTEX-Y8E5-0326-SM-57WBM	Muscle - Skeletal
GTEX-Y8E5-0526-SM-57WBY	Nerve - Tibial
GTEX-Y8LW-0002-SM-4V6G2	Cells - EBV-transformed lymphocytes
GTEX-Y8LW-0004-SM-4YUUY	Whole Blood
GTEX-Y8LW-0004-SM-53IVS	Whole Blood
GTEX-Y8LW-0005-SM-4V6EV	Whole Blood
GTEX-Y8LW-0008-SM-4V6G5	Cells - Transformed fibroblasts
GTEX-Y8LW-0126-SM-4VBS1	Spleen
GTEX-Y8LW-0326-SM-4VBQ9	Lung
GTEX-Y8LW-0426-SM-4VBQ6	Artery - Aorta
GTEX-Y8LW-0526-SM-4VDS7	Esophagus - Gastroesophageal Junction
GTEX-Y8LW-0626-SM-4VDS8	Esophagus - Muscularis
GTEX-Y8LW-0726-SM-5IFI1	Esophagus - Mucosa
GTEX-Y8LW-0826-SM-4WWDO	Stomach
GTEX-Y8LW-0926-SM-4VBQ8	Adipose - Visceral (Omentum)
GTEX-Y8LW-1026-SM-5IFJY	Pancreas
GTEX-Y8LW-1126-SM-4VDS4	Colon - Sigmoid
GTEX-Y8LW-1226-SM-4WWDP	Colon - Transverse
GTEX-Y8LW-1426-SM-5RQJJ	Vagina
GTEX-Y8LW-1526-SM-5IFHL	Skin - Not Sun Exposed (Suprapubic)
GTEX-Y8LW-1626-SM-5IFHX	Breast - Mammary Tissue
GTEX-Y8LW-1826-SM-5S2MV	Skin - Sun Exposed (Lower leg)
GTEX-Y8LW-1926-SM-4WWFZ	Adipose - Subcutaneous
GTEX-Y8LW-2026-SM-4V6G8	Muscle - Skeletal
GTEX-Y8LW-2126-SM-4VBRX	Nerve - Tibial
GTEX-Y9LG-0001-SM-4VBRQ	Cells - EBV-transformed lymphocytes
GTEX-Y9LG-0003-SM-4YUVB	Whole Blood
GTEX-Y9LG-0003-SM-53IUW	Whole Blood
GTEX-Y9LG-0006-SM-4VBRK	Whole Blood
GTEX-Y9LG-0008-SM-4VBRJ	Cells - Transformed fibroblasts
GTEX-Y9LG-0126-SM-5Q59W	Adrenal Gland
GTEX-Y9LG-0226-SM-4VBS4	Artery - Aorta
GTEX-Y9LG-0426-SM-4VBRT	Thyroid
GTEX-Y9LG-0526-SM-4VBRY	Lung
GTEX-Y9LG-0626-SM-4WWDH	Esophagus - Mucosa
GTEX-Y9LG-0726-SM-4VDS3	Pancreas
GTEX-Y9LG-0926-SM-4VDS6	Esophagus - Gastroesophageal Junction
GTEX-Y9LG-1026-SM-5IFJN	Stomach
GTEX-Y9LG-1126-SM-4VBQ7	Skin - Not Sun Exposed (Suprapubic)
GTEX-Y9LG-1226-SM-4VBQA	Adipose - Visceral (Omentum)
GTEX-Y9LG-1326-SM-4VBQB	Colon - Sigmoid
GTEX-Y9LG-1426-SM-5IFJZ	Breast - Mammary Tissue
GTEX-Y9LG-1526-SM-4WWDR	Colon - Transverse
GTEX-Y9LG-1626-SM-5IFHM	Small Intestine - Terminal Ileum
GTEX-Y9LG-1726-SM-4VBQE	Testis
GTEX-Y9LG-1826-SM-4VBQC	Prostate
GTEX-Y9LG-1926-SM-5IFHY	Muscle - Skeletal
GTEX-Y9LG-2226-SM-4VDS9	Nerve - Tibial
GTEX-Y9LG-2326-SM-4VDS1	Artery - Tibial
GTEX-YB5E-0001-SM-4VDSV	Cells - EBV-transformed lymphocytes
GTEX-YB5E-0003-SM-4YUVA	Whole Blood
GTEX-YB5E-0003-SM-53IUH	Whole Blood
GTEX-YB5E-0005-SM-4VDSO	Whole Blood
GTEX-YB5E-0008-SM-4VDT7	Cells - Transformed fibroblasts
GTEX-YB5E-0226-SM-5IFHI	Adrenal Gland
GTEX-YB5E-0326-SM-5IFHU	Liver
GTEX-YB5E-0426-SM-5IFHR	Spleen
GTEX-YB5E-0526-SM-4VDSD	Pancreas
GTEX-YB5E-0626-SM-4VDSE	Thyroid
GTEX-YB5E-0726-SM-4VDSH	Lung
GTEX-YB5E-0826-SM-4VDRZ	Esophagus - Muscularis
GTEX-YB5E-0926-SM-4WWDQ	Esophagus - Mucosa
GTEX-YB5E-1026-SM-5IFI2	Esophagus - Gastroesophageal Junction
GTEX-YB5E-1526-SM-5IFIE	Small Intestine - Terminal Ileum
GTEX-YB5E-1626-SM-5IFIQ	Colon - Transverse
GTEX-YB5E-1726-SM-5IFJ3	Breast - Mammary Tissue
GTEX-YB5E-1826-SM-5IFI4	Prostate
GTEX-YB5E-1926-SM-5IFIG	Testis
GTEX-YB5E-2026-SM-5IFIS	Skin - Sun Exposed (Lower leg)
GTEX-YB5E-2126-SM-5IFI7	Adipose - Subcutaneous
GTEX-YB5E-2226-SM-5IFJ5	Muscle - Skeletal
GTEX-YB5E-2326-SM-5IFIJ	Nerve - Tibial
GTEX-YB5E-2426-SM-5IFIV	Artery - Tibial
GTEX-YB5K-0001-SM-4YUVM	Whole Blood
GTEX-YB5K-0001-SM-53IUP	Whole Blood
GTEX-YB5K-0003-SM-4VDSN	Cells - EBV-transformed lymphocytes
GTEX-YB5K-0005-SM-4VDSP	Whole Blood
GTEX-YB5K-0008-SM-4VDT8	Cells - Transformed fibroblasts
GTEX-YB5K-0126-SM-5IFJ2	Heart - Left Ventricle
GTEX-YB5K-0226-SM-5IFJE	Heart - Atrial Appendage
GTEX-YB5K-0326-SM-5IFJQ	Artery - Aorta
GTEX-YB5K-0426-SM-5LUA4	Artery - Coronary
GTEX-YB5K-0526-SM-5LUAS	Thyroid
GTEX-YB5K-0626-SM-5LUB5	Esophagus - Gastroesophageal Junction
GTEX-YB5K-0726-SM-5LU8R	Esophagus - Muscularis
GTEX-YB5K-1426-SM-5IFIB	Ovary
GTEX-YB5K-1626-SM-5IFIN	Breast - Mammary Tissue
GTEX-YB5K-1726-SM-5IFIZ	Minor Salivary Gland
GTEX-YB5K-1826-SM-5IFJC	Pancreas
GTEX-YB5K-1926-SM-4VDT4	Spleen
GTEX-YB5K-2026-SM-4VDT3	Skin - Not Sun Exposed (Suprapubic)
GTEX-YB5K-2126-SM-4WWDJ	Skin - Sun Exposed (Lower leg)
GTEX-YB5K-2226-SM-4WWG1	Adipose - Subcutaneous
GTEX-YB5K-2326-SM-5IFHD	Muscle - Skeletal
GTEX-YB5K-2426-SM-5IFHP	Nerve - Tibial
GTEX-YBZK-0001-SM-58Q92	Whole Blood
GTEX-YBZK-0001-SM-5DWTQ	Whole Blood
GTEX-YBZK-0005-SM-59HKG	Whole Blood
GTEX-YBZK-0008-SM-59HL6	Cells - Transformed fibroblasts
GTEX-YBZK-0226-SM-59HLO	Artery - Tibial
GTEX-YBZK-0326-SM-59HLN	Muscle - Skeletal
GTEX-YBZK-0426-SM-59HLM	Nerve - Tibial
GTEX-YEC3-0002-SM-4W1YI	Cells - EBV-transformed lymphocytes
GTEX-YEC3-0004-SM-4YUXB	Whole Blood
GTEX-YEC3-0004-SM-53IVL	Whole Blood
GTEX-YEC3-0005-SM-4W21J	Whole Blood
GTEX-YEC3-0008-SM-4W1YF	Cells - Transformed fibroblasts
GTEX-YEC3-0226-SM-5IFJO	Lung
GTEX-YEC3-0326-SM-5IFJJ	Artery - Coronary
GTEX-YEC3-0426-SM-4YCEP	Heart - Atrial Appendage
GTEX-YEC3-0426-SM-5IFK1	Heart - Atrial Appendage
GTEX-YEC3-0526-SM-4YCF2	Artery - Aorta
GTEX-YEC3-0526-SM-5IFHN	Artery - Aorta
GTEX-YEC3-0626-SM-4YCFE	Pancreas
GTEX-YEC3-0626-SM-5IFHZ	Pancreas
GTEX-YEC3-0726-SM-4YCD1	Heart - Left Ventricle
GTEX-YEC3-0726-SM-5IFIW	Heart - Left Ventricle
GTEX-YEC3-0826-SM-4WWFP	Thyroid
GTEX-YEC3-0826-SM-5P9JF	Thyroid
GTEX-YEC3-0926-SM-5Q5AC	Adipose - Visceral (Omentum)
GTEX-YEC3-1026-SM-5IFI5	Breast - Mammary Tissue
GTEX-YEC3-1126-SM-5IFIH	Artery - Tibial
GTEX-YEC3-1226-SM-5IFI8	Adipose - Subcutaneous
GTEX-YEC3-1326-SM-4WWEL	Skin - Not Sun Exposed (Suprapubic)
GTEX-YEC3-1326-SM-5PNXV	Skin - Not Sun Exposed (Suprapubic)
GTEX-YEC3-1426-101806-SM-5PNXX	Stomach
GTEX-YEC3-1426-SM-4WWEM	Stomach
GTEX-YEC3-1426-SM-5PNXW	Stomach
GTEX-YEC3-1726-SM-5IFIK	Testis
GTEX-YEC3-1926-SM-4WWF5	Esophagus - Muscularis
GTEX-YEC3-1926-SM-5IFIT	Esophagus - Muscularis
GTEX-YEC3-2026-SM-4WWFL	Colon - Sigmoid
GTEX-YEC3-2026-SM-5CVLQ	Colon - Sigmoid
GTEX-YEC3-2126-SM-4YCDB	Muscle - Skeletal
GTEX-YEC3-2126-SM-5CVLR	Muscle - Skeletal
GTEX-YEC3-2326-SM-5IFJF	Esophagus - Gastroesophageal Junction
GTEX-YEC3-2426-SM-5IFJR	Colon - Transverse
GTEX-YEC3-2526-101809-SM-5CVLT	Esophagus - Mucosa
GTEX-YEC3-2526-SM-4YCDN	Esophagus - Mucosa
GTEX-YEC3-2526-SM-5CVLS	Esophagus - Mucosa
GTEX-YEC4-0001-SM-4W1Y6	Whole Blood
GTEX-YEC4-0002-SM-4W1Z6	Cells - EBV-transformed lymphocytes
GTEX-YEC4-0006-SM-4YUWY	Whole Blood
GTEX-YEC4-0006-SM-53IVG	Whole Blood
GTEX-YEC4-0008-SM-4W1YR	Cells - Transformed fibroblasts
GTEX-YEC4-0126-SM-4W21T	Spleen
GTEX-YEC4-0226-SM-4W1YG	Heart - Atrial Appendage
GTEX-YEC4-0326-SM-4W216	Heart - Left Ventricle
GTEX-YEC4-0426-SM-4W1ZH	Artery - Coronary
GTEX-YEC4-0526-SM-4W21U	Lung
GTEX-YEC4-0626-SM-5CVLU	Thyroid
GTEX-YEC4-0726-SM-5CVLV	Artery - Aorta
GTEX-YEC4-0826-SM-5P9FV	Liver
GTEX-YEC4-0926-SM-5PNXY	Adipose - Visceral (Omentum)
GTEX-YEC4-1026-101814-SM-5P9FX	Esophagus - Mucosa
GTEX-YEC4-1026-SM-5P9FW	Esophagus - Mucosa
GTEX-YEC4-1126-SM-5CVLW	Esophagus - Muscularis
GTEX-YEC4-1226-SM-5CVLX	Esophagus - Gastroesophageal Junction
GTEX-YEC4-1326-SM-5IFHG	Pancreas
GTEX-YEC4-1426-SM-5IFHS	Stomach
GTEX-YEC4-1526-SM-4W1YU	Testis
GTEX-YEC4-1726-SM-4W21E	Small Intestine - Terminal Ileum
GTEX-YEC4-1826-SM-4W1YP	Skin - Not Sun Exposed (Suprapubic)
GTEX-YEC4-1926-SM-5IFHJ	Colon - Transverse
GTEX-YEC4-2126-SM-5IFJH	Skin - Sun Exposed (Lower leg)
GTEX-YEC4-2226-SM-5IFJT	Muscle - Skeletal
GTEX-YEC4-2326-SM-5IFHV	Artery - Tibial
GTEX-YEC4-2426-SM-57WFO	Adipose - Subcutaneous
GTEX-YEC4-2526-SM-4W1Z2	Nerve - Tibial
GTEX-YECK-0002-SM-4YUVN	Whole Blood
GTEX-YECK-0002-SM-53IUQ	Whole Blood
GTEX-YECK-0005-SM-4W217	Whole Blood
GTEX-YECK-0008-SM-4W1ZG	Cells - Transformed fibroblasts
GTEX-YECK-0226-SM-4W215	Adipose - Subcutaneous
GTEX-YECK-0326-SM-4W1YS	Skin - Not Sun Exposed (Suprapubic)
GTEX-YECK-0426-SM-4W1Z5	Nerve - Tibial
GTEX-YECK-0526-SM-4W1ZD	Artery - Tibial
GTEX-YECK-0626-SM-4W1ZE	Muscle - Skeletal
GTEX-YECK-0926-SM-4W214	Lung
GTEX-YECK-1226-SM-4W21G	Heart - Atrial Appendage
GTEX-YECK-1326-SM-4W1ZF	Artery - Aorta
GTEX-YECK-1426-SM-5IFHE	Adipose - Visceral (Omentum)
GTEX-YECK-1626-SM-5IFHQ	Esophagus - Mucosa
GTEX-YECK-1726-SM-5IFI3	Esophagus - Muscularis
GTEX-YECK-1926-SM-4W21H	Liver
GTEX-YECK-2826-SM-5IFHF	Colon - Sigmoid
GTEX-YF7O-0002-SM-4YUUX	Whole Blood
GTEX-YF7O-0002-SM-53IUD	Whole Blood
GTEX-YF7O-0004-SM-4W1ZT	Cells - EBV-transformed lymphocytes
GTEX-YF7O-0005-SM-4W1ZU	Whole Blood
GTEX-YF7O-0008-SM-4W1ZS	Cells - Transformed fibroblasts
GTEX-YF7O-0126-SM-5IFIR	Adrenal Gland
GTEX-YF7O-0226-SM-5IFJ4	Artery - Coronary
GTEX-YF7O-0426-SM-5P9FS	Heart - Left Ventricle
GTEX-YF7O-0526-SM-5P9IO	Heart - Atrial Appendage
GTEX-YF7O-0626-SM-4W21R	Lung
GTEX-YF7O-0726-SM-4W213	Thyroid
GTEX-YF7O-0826-SM-4W21F	Esophagus - Muscularis
GTEX-YF7O-0926-SM-5IFIF	Esophagus - Mucosa
GTEX-YF7O-1026-SM-5P9IP	Esophagus - Gastroesophageal Junction
GTEX-YF7O-1326-SM-4W1ZR	Pancreas
GTEX-YF7O-1526-SM-5IFI6	Skin - Not Sun Exposed (Suprapubic)
GTEX-YF7O-1626-SM-5IFII	Colon - Sigmoid
GTEX-YF7O-1726-SM-5IFJ9	Colon - Transverse
GTEX-YF7O-1826-SM-5IFIU	Small Intestine - Terminal Ileum
GTEX-YF7O-1926-SM-4W1YQ	Prostate
GTEX-YF7O-2026-SM-4W1YE	Testis
GTEX-YF7O-2226-SM-5CVN8	Minor Salivary Gland
GTEX-YF7O-2326-101833-SM-5CVN9	Skin - Sun Exposed (Lower leg)
GTEX-YF7O-2426-SM-5IFJL	Adipose - Subcutaneous
GTEX-YF7O-2526-SM-5IFJX	Muscle - Skeletal
GTEX-YF7O-2626-SM-5IFHK	Nerve - Tibial
GTEX-YFC4-0001-SM-4YUWA	Whole Blood
GTEX-YFC4-0001-SM-53ITN	Whole Blood
GTEX-YFC4-0006-SM-4RGLV	Whole Blood
GTEX-YFC4-0008-SM-4RGM3	Cells - Transformed fibroblasts
GTEX-YFC4-0011-R10a-SM-4SOK5	Brain - Frontal Cortex (BA9)
GTEX-YFC4-0011-R11a-SM-4SOK6	Brain - Cerebellar Hemisphere
GTEX-YFC4-0011-R1a-SM-4V6EH	Brain - Hippocampus
GTEX-YFC4-0011-R2a-SM-4V6DZ	Brain - Substantia nigra
GTEX-YFC4-0011-R3a-SM-4RGLP	Brain - Anterior cingulate cortex (BA24)
GTEX-YFC4-0011-R4a-SM-4RGLQ	Brain - Amygdala
